"id","challenge_id","organization_id","role"
"936","268","4","challenge_organizer"
"937","74","4","challenge_organizer"
"938","267","4","challenge_organizer"
"939","277","4","challenge_organizer"
"940","270","4","challenge_organizer"
"941","271","4","challenge_organizer"
"942","272","4","challenge_organizer"
"943","276","4","challenge_organizer"
"944","275","4","challenge_organizer"
"945","264","330","challenge_organizer"
"946","264","179","challenge_organizer"
"947","80","9","challenge_organizer"
"948","81","9","challenge_organizer"
"949","157","9","challenge_organizer"
"950","220","62","challenge_organizer"
"951","226","293","data_contributor"
"952","228","333","data_contributor"
"953","242","334","data_contributor"
"954","221","179","data_contributor"
"955","224","196","data_contributor"
"956","227","293","data_contributor"
"957","231","354","data_contributor"
"958","235","337","data_contributor"
"959","235","353","data_contributor"
"960","251","179","data_contributor"
"961","241","293","data_contributor"
"962","241","339","data_contributor"
"963","243","341","data_contributor"
"964","247","333","data_contributor"
"965","250","196","data_contributor"
"966","248","209","data_contributor"
"967","258","197","data_contributor"
"968","232","354","data_contributor"
"969","223","196","data_contributor"
"970","255","197","data_contributor"
"971","236","179","data_contributor"
"972","229","196","data_contributor"
"973","230","196","data_contributor"
"974","249","209","data_contributor"
"975","236","333","data_contributor"
"976","240","213","data_contributor"
"977","244","341","data_contributor"
"978","222","343","data_contributor"
"979","233","354","data_contributor"
"980","225","196","data_contributor"
"981","234","343","data_contributor"
"982","237","345","data_contributor"
"983","238","213","data_contributor"
"984","245","341","data_contributor"
"985","246","346","data_contributor"
"986","253","347","data_contributor"
"987","254","220","data_contributor"
"988","256","179","data_contributor"
"989","272","220","data_contributor"
"990","268","220","data_contributor"
"991","74","220","data_contributor"
"992","267","217","data_contributor"
"993","274","349","data_contributor"
"994","269","213","data_contributor"
"995","277","350","data_contributor"
"996","273","256","data_contributor"
"997","276","218","data_contributor"
"998","275","351","data_contributor"
"999","270","173","data_contributor"
"1000","271","173","data_contributor"
"1001","73","347","data_contributor"
"1002","259","345","data_contributor"
"1003","260","355","challenge_organizer"
"1004","261","355","challenge_organizer"
"1005","262","355","challenge_organizer"
"1006","263","355","challenge_organizer"
"1007","260","126","data_contributor"
"1008","264","330","challenge_organizer"
"1009","279","356","data_contributor"
"1010","279","356","challenge_organizer"
