"id","class_id","preferred_label"
"\N","http://edamontology.org/data_1730","Ontology relation type"
"\N","http://edamontology.org/data_1731","Ontology concept definition"
"\N","http://edamontology.org/data_1732","Ontology concept comment"
"\N","http://edamontology.org/data_1733","Ontology concept reference"
"\N","http://edamontology.org/data_1738","doc2loc document information"
"\N","http://edamontology.org/data_1742","PDB residue number"
"\N","http://edamontology.org/data_1743","Atomic coordinate"
"\N","http://edamontology.org/data_1744","Atomic x coordinate"
"\N","http://edamontology.org/data_1745","Atomic y coordinate"
"\N","http://edamontology.org/data_1746","Atomic z coordinate"
"\N","http://edamontology.org/data_1748","PDB atom name"
"\N","http://edamontology.org/data_1755","Protein atom"
"\N","http://edamontology.org/data_1756","Protein residue"
"\N","http://edamontology.org/data_1757","Atom name"
"\N","http://edamontology.org/data_1758","PDB residue name"
"\N","http://edamontology.org/data_1759","PDB model number"
"\N","http://edamontology.org/data_1762","CATH domain report"
"\N","http://edamontology.org/data_1764","CATH representative domain sequences (ATOM)"
"\N","http://edamontology.org/data_1765","CATH representative domain sequences (COMBS)"
"\N","http://edamontology.org/data_1766","CATH domain sequences (ATOM)"
"\N","http://edamontology.org/data_1767","CATH domain sequences (COMBS)"
"\N","http://edamontology.org/data_1771","Sequence version"
"\N","http://edamontology.org/data_1772","Score"
"\N","http://edamontology.org/data_1776","Protein report (function)"
"\N","http://edamontology.org/data_1783","Gene name (ASPGD)"
"\N","http://edamontology.org/data_1784","Gene name (CGD)"
"\N","http://edamontology.org/data_1785","Gene name (dictyBase)"
"\N","http://edamontology.org/data_1786","Gene name (EcoGene primary)"
"\N","http://edamontology.org/data_1787","Gene name (MaizeGDB)"
"\N","http://edamontology.org/data_1788","Gene name (SGD)"
"\N","http://edamontology.org/data_1789","Gene name (TGD)"
"\N","http://edamontology.org/data_1790","Gene name (CGSC)"
"\N","http://edamontology.org/data_1791","Gene name (HGNC)"
"\N","http://edamontology.org/data_1792","Gene name (MGD)"
"\N","http://edamontology.org/data_1793","Gene name (Bacillus subtilis)"
"\N","http://edamontology.org/data_1794","Gene ID (PlasmoDB)"
"\N","http://edamontology.org/data_1795","Gene ID (EcoGene)"
"\N","http://edamontology.org/data_1796","Gene ID (FlyBase)"
"\N","http://edamontology.org/data_1797","Gene ID (GeneDB Glossina morsitans)"
"\N","http://edamontology.org/data_1798","Gene ID (GeneDB Leishmania major)"
"\N","http://edamontology.org/data_1799","Gene ID (GeneDB Plasmodium falciparum)"
"\N","http://edamontology.org/data_1800","Gene ID (GeneDB Schizosaccharomyces pombe)"
"\N","http://edamontology.org/data_1801","Gene ID (GeneDB Trypanosoma brucei)"
"\N","http://edamontology.org/data_1802","Gene ID (Gramene)"
"\N","http://edamontology.org/data_1803","Gene ID (Virginia microbial)"
"\N","http://edamontology.org/data_1804","Gene ID (SGN)"
"\N","http://edamontology.org/data_1805","Gene ID (WormBase)"
"\N","http://edamontology.org/data_1806","Gene synonym"
"\N","http://edamontology.org/data_1807","ORF name"
"\N","http://edamontology.org/data_1852","Sequence assembly component"
"\N","http://edamontology.org/data_1853","Chromosome annotation (aberration)"
"\N","http://edamontology.org/data_1855","Clone ID"
"\N","http://edamontology.org/data_1856","PDB insertion code"
"\N","http://edamontology.org/data_1857","Atomic occupancy"
"\N","http://edamontology.org/data_1858","Isotropic B factor"
"\N","http://edamontology.org/data_1859","Deletion map"
"\N","http://edamontology.org/data_1860","QTL map"
"\N","http://edamontology.org/data_1863","Haplotype map"
"\N","http://edamontology.org/data_1864","Map set data"
"\N","http://edamontology.org/data_1865","Map feature"
"\N","http://edamontology.org/data_1866","Map type"
"\N","http://edamontology.org/data_1867","Protein fold name"
"\N","http://edamontology.org/data_1868","Taxon"
"\N","http://edamontology.org/data_1869","Organism identifier"
"\N","http://edamontology.org/data_1870","Genus name"
"\N","http://edamontology.org/data_1872","Taxonomic classification"
"\N","http://edamontology.org/data_1873","iHOP organism ID"
"\N","http://edamontology.org/data_1874","Genbank common name"
"\N","http://edamontology.org/data_1875","NCBI taxon"
"\N","http://edamontology.org/data_1877","Synonym"
"\N","http://edamontology.org/data_1878","Misspelling"
"\N","http://edamontology.org/data_1879","Acronym"
"\N","http://edamontology.org/data_1880","Misnomer"
"\N","http://edamontology.org/data_1881","Author ID"
"\N","http://edamontology.org/data_1882","DragonDB author identifier"
"\N","http://edamontology.org/data_1883","Annotated URI"
"\N","http://edamontology.org/data_1884","UniProt keywords"
"\N","http://edamontology.org/data_1885","Gene ID (GeneFarm)"
"\N","http://edamontology.org/data_1886","Blattner number"
"\N","http://edamontology.org/data_1887","Gene ID (MIPS Maize)"
"\N","http://edamontology.org/data_1888","Gene ID (MIPS Medicago)"
"\N","http://edamontology.org/data_1889","Gene name (DragonDB)"
"\N","http://edamontology.org/data_1890","Gene name (Arabidopsis)"
"\N","http://edamontology.org/data_1891","iHOP symbol"
"\N","http://edamontology.org/data_1892","Gene name (GeneFarm)"
"\N","http://edamontology.org/data_1893","Locus ID"
"\N","http://edamontology.org/data_1895","Locus ID (AGI)"
"\N","http://edamontology.org/data_1896","Locus ID (ASPGD)"
"\N","http://edamontology.org/data_1897","Locus ID (MGG)"
"\N","http://edamontology.org/data_1898","Locus ID (CGD)"
"\N","http://edamontology.org/data_1899","Locus ID (CMR)"
"\N","http://edamontology.org/data_1900","NCBI locus tag"
"\N","http://edamontology.org/data_1901","Locus ID (SGD)"
"\N","http://edamontology.org/data_1902","Locus ID (MMP)"
"\N","http://edamontology.org/data_1903","Locus ID (DictyBase)"
"\N","http://edamontology.org/data_1904","Locus ID (EntrezGene)"
"\N","http://edamontology.org/data_1905","Locus ID (MaizeGDB)"
"\N","http://edamontology.org/data_1906","Quantitative trait locus"
"\N","http://edamontology.org/data_1907","Gene ID (KOME)"
"\N","http://edamontology.org/data_1908","Locus ID (Tropgene)"
"\N","http://edamontology.org/data_1916","Alignment"
"\N","http://edamontology.org/data_1917","Atomic property"
"\N","http://edamontology.org/data_2007","UniProt keyword"
"\N","http://edamontology.org/data_2009","Ordered locus name"
"\N","http://edamontology.org/data_2012","Sequence coordinates"
"\N","http://edamontology.org/data_2016","Amino acid property"
"\N","http://edamontology.org/data_2018","Annotation"
"\N","http://edamontology.org/data_2019","Map data"
"\N","http://edamontology.org/data_2022","Vienna RNA structural data"
"\N","http://edamontology.org/data_2023","Sequence mask parameter"
"\N","http://edamontology.org/data_2024","Enzyme kinetics data"
"\N","http://edamontology.org/data_2025","Michaelis Menten plot"
"\N","http://edamontology.org/data_2026","Hanes Woolf plot"
"\N","http://edamontology.org/data_2028","Experimental data"
"\N","http://edamontology.org/data_2041","Genome version information"
"\N","http://edamontology.org/data_2042","Evidence"
"\N","http://edamontology.org/data_2043","Sequence record lite"
"\N","http://edamontology.org/data_2044","Sequence"
"\N","http://edamontology.org/data_2046","Nucleic acid sequence record (lite)"
"\N","http://edamontology.org/data_2047","Protein sequence record (lite)"
"\N","http://edamontology.org/data_2048","Report"
"\N","http://edamontology.org/data_2050","Molecular property (general)"
"\N","http://edamontology.org/data_2053","Structural data"
"\N","http://edamontology.org/data_2070","Sequence motif (nucleic acid)"
"\N","http://edamontology.org/data_2071","Sequence motif (protein)"
"\N","http://edamontology.org/data_2079","Search parameter"
"\N","http://edamontology.org/data_2080","Database search results"
"\N","http://edamontology.org/data_2081","Secondary structure"
"\N","http://edamontology.org/data_2082","Matrix"
"\N","http://edamontology.org/data_2083","Alignment data"
"\N","http://edamontology.org/data_2084","Nucleic acid report"
"\N","http://edamontology.org/data_2085","Structure report"
"\N","http://edamontology.org/data_2086","Nucleic acid structure data"
"\N","http://edamontology.org/data_2087","Molecular property"
"\N","http://edamontology.org/data_2088","DNA base structural data"
"\N","http://edamontology.org/data_2090","Database entry version information"
"\N","http://edamontology.org/data_2091","Accession"
"\N","http://edamontology.org/data_2092","SNP"
"\N","http://edamontology.org/data_2093","Data reference"
"\N","http://edamontology.org/data_2098","Job identifier"
"\N","http://edamontology.org/data_2099","Name"
"\N","http://edamontology.org/data_2100","Type"
"\N","http://edamontology.org/data_2101","User ID"
"\N","http://edamontology.org/data_2102","KEGG organism code"
"\N","http://edamontology.org/data_2103","Gene name (KEGG GENES)"
"\N","http://edamontology.org/data_2104","BioCyc ID"
"\N","http://edamontology.org/data_2105","Compound ID (BioCyc)"
"\N","http://edamontology.org/data_2106","Reaction ID (BioCyc)"
"\N","http://edamontology.org/data_2107","Enzyme ID (BioCyc)"
"\N","http://edamontology.org/data_2108","Reaction ID"
"\N","http://edamontology.org/data_2109","Identifier (hybrid)"
"\N","http://edamontology.org/data_2110","Molecular property identifier"
"\N","http://edamontology.org/data_2111","Codon usage table ID"
"\N","http://edamontology.org/data_2112","FlyBase primary identifier"
"\N","http://edamontology.org/data_2113","WormBase identifier"
"\N","http://edamontology.org/data_2114","WormBase wormpep ID"
"\N","http://edamontology.org/data_2116","Nucleic acid features (codon)"
"\N","http://edamontology.org/data_2117","Map identifier"
"\N","http://edamontology.org/data_2118","Person identifier"
"\N","http://edamontology.org/data_2119","Nucleic acid identifier"
"\N","http://edamontology.org/data_2126","Translation frame specification"
"\N","http://edamontology.org/data_2127","Genetic code identifier"
"\N","http://edamontology.org/data_2128","Genetic code name"
"\N","http://edamontology.org/data_2129","File format name"
"\N","http://edamontology.org/data_2130","Sequence profile type"
"\N","http://edamontology.org/data_2131","Operating system name"
"\N","http://edamontology.org/data_2132","Mutation type"
"\N","http://edamontology.org/data_2133","Logical operator"
"\N","http://edamontology.org/data_2134","Results sort order"
"\N","http://edamontology.org/data_2135","Toggle"
"\N","http://edamontology.org/data_2136","Sequence width"
"\N","http://edamontology.org/data_2137","Gap penalty"
"\N","http://edamontology.org/data_2139","Nucleic acid melting temperature"
"\N","http://edamontology.org/data_2140","Concentration"
"\N","http://edamontology.org/data_2141","Window step size"
"\N","http://edamontology.org/data_2142","EMBOSS graph"
"\N","http://edamontology.org/data_2143","EMBOSS report"
"\N","http://edamontology.org/data_2145","Sequence offset"
"\N","http://edamontology.org/data_2146","Threshold"
"\N","http://edamontology.org/data_2147","Protein report (transcription factor)"
"\N","http://edamontology.org/data_2149","Database category name"
"\N","http://edamontology.org/data_2150","Sequence profile name"
"\N","http://edamontology.org/data_2151","Color"
"\N","http://edamontology.org/data_2152","Rendering parameter"
"\N","http://edamontology.org/data_2154","Sequence name"
"\N","http://edamontology.org/data_2156","Date"
"\N","http://edamontology.org/data_2157","Word composition"
"\N","http://edamontology.org/data_2160","Fickett testcode plot"
"\N","http://edamontology.org/data_2161","Sequence similarity plot"
"\N","http://edamontology.org/data_2162","Helical wheel"
"\N","http://edamontology.org/data_2163","Helical net"
"\N","http://edamontology.org/data_2164","Protein sequence properties plot"
"\N","http://edamontology.org/data_2165","Protein ionisation curve"
"\N","http://edamontology.org/data_2166","Sequence composition plot"
"\N","http://edamontology.org/data_2167","Nucleic acid density plot"
"\N","http://edamontology.org/data_2168","Sequence trace image"
"\N","http://edamontology.org/data_2169","Nucleic acid features (siRNA)"
"\N","http://edamontology.org/data_2173","Sequence set (stream)"
"\N","http://edamontology.org/data_2174","FlyBase secondary identifier"
"\N","http://edamontology.org/data_2176","Cardinality"
"\N","http://edamontology.org/data_2177","Exactly 1"
"\N","http://edamontology.org/data_2178","1 or more"
"\N","http://edamontology.org/data_2179","Exactly 2"
"\N","http://edamontology.org/data_2180","2 or more"
"\N","http://edamontology.org/data_2190","Sequence checksum"
"\N","http://edamontology.org/data_2191","Protein features report (chemical modifications)"
"\N","http://edamontology.org/data_2192","Error"
"\N","http://edamontology.org/data_2193","Database entry metadata"
"\N","http://edamontology.org/data_2198","Gene cluster"
"\N","http://edamontology.org/data_2201","Sequence record full"
"\N","http://edamontology.org/data_2208","Plasmid identifier"
"\N","http://edamontology.org/data_2209","Mutation ID"
"\N","http://edamontology.org/data_2212","Mutation annotation (basic)"
"\N","http://edamontology.org/data_2213","Mutation annotation (prevalence)"
"\N","http://edamontology.org/data_2214","Mutation annotation (prognostic)"
"\N","http://edamontology.org/data_2215","Mutation annotation (functional)"
"\N","http://edamontology.org/data_2216","Codon number"
"\N","http://edamontology.org/data_2217","Tumor annotation"
"\N","http://edamontology.org/data_2218","Server metadata"
"\N","http://edamontology.org/data_2219","Database field name"
"\N","http://edamontology.org/data_2220","Sequence cluster ID (SYSTERS)"
"\N","http://edamontology.org/data_2223","Ontology metadata"
"\N","http://edamontology.org/data_2235","Raw SCOP domain classification"
"\N","http://edamontology.org/data_2236","Raw CATH domain classification"
"\N","http://edamontology.org/data_2240","Heterogen annotation"
"\N","http://edamontology.org/data_2242","Phylogenetic property values"
"\N","http://edamontology.org/data_2245","Sequence set (bootstrapped)"
"\N","http://edamontology.org/data_2247","Phylogenetic consensus tree"
"\N","http://edamontology.org/data_2248","Schema"
"\N","http://edamontology.org/data_2249","DTD"
"\N","http://edamontology.org/data_2250","XML Schema"
"\N","http://edamontology.org/data_2251","Relax-NG schema"
"\N","http://edamontology.org/data_2252","XSLT stylesheet"
"\N","http://edamontology.org/data_2253","Data resource definition name"
"\N","http://edamontology.org/data_2254","OBO file format name"
"\N","http://edamontology.org/data_2285","Gene ID (MIPS)"
"\N","http://edamontology.org/data_2288","Sequence identifier (protein)"
"\N","http://edamontology.org/data_2289","Sequence identifier (nucleic acid)"
"\N","http://edamontology.org/data_2290","EMBL accession"
"\N","http://edamontology.org/data_2291","UniProt ID"
"\N","http://edamontology.org/data_2292","GenBank accession"
"\N","http://edamontology.org/data_2293","Gramene secondary identifier"
"\N","http://edamontology.org/data_2294","Sequence variation ID"
"\N","http://edamontology.org/data_2295","Gene ID"
"\N","http://edamontology.org/data_2296","Gene name (AceView)"
"\N","http://edamontology.org/data_2297","Gene ID (ECK)"
"\N","http://edamontology.org/data_2298","Gene ID (HGNC)"
"\N","http://edamontology.org/data_2299","Gene name"
"\N","http://edamontology.org/data_2300","Gene name (NCBI)"
"\N","http://edamontology.org/data_2301","SMILES string"
"\N","http://edamontology.org/data_2302","STRING ID"
"\N","http://edamontology.org/data_2307","Virus annotation"
"\N","http://edamontology.org/data_2308","Virus annotation (taxonomy)"
"\N","http://edamontology.org/data_2309","Reaction ID (SABIO-RK)"
"\N","http://edamontology.org/data_2313","Carbohydrate report"
"\N","http://edamontology.org/data_2314","GI number"
"\N","http://edamontology.org/data_2315","NCBI version"
"\N","http://edamontology.org/data_2316","Cell line name"
"\N","http://edamontology.org/data_2317","Cell line name (exact)"
"\N","http://edamontology.org/data_2318","Cell line name (truncated)"
"\N","http://edamontology.org/data_2319","Cell line name (no punctuation)"
"\N","http://edamontology.org/data_2320","Cell line name (assonant)"
"\N","http://edamontology.org/data_2321","Enzyme ID"
"\N","http://edamontology.org/data_2325","REBASE enzyme number"
"\N","http://edamontology.org/data_2326","DrugBank ID"
"\N","http://edamontology.org/data_2327","GI number (protein)"
"\N","http://edamontology.org/data_2335","Bit score"
"\N","http://edamontology.org/data_2336","Translation phase specification"
"\N","http://edamontology.org/data_2337","Resource metadata"
"\N","http://edamontology.org/data_2338","Ontology identifier"
"\N","http://edamontology.org/data_2339","Ontology concept name"
"\N","http://edamontology.org/data_2340","Genome build identifier"
"\N","http://edamontology.org/data_2342","Pathway or network name"
"\N","http://edamontology.org/data_2343","Pathway ID (KEGG)"
"\N","http://edamontology.org/data_2344","Pathway ID (NCI-Nature)"
"\N","http://edamontology.org/data_2345","Pathway ID (ConsensusPathDB)"
"\N","http://edamontology.org/data_2346","Sequence cluster ID (UniRef)"
"\N","http://edamontology.org/data_2347","Sequence cluster ID (UniRef100)"
"\N","http://edamontology.org/data_2348","Sequence cluster ID (UniRef90)"
"\N","http://edamontology.org/data_2349","Sequence cluster ID (UniRef50)"
"\N","http://edamontology.org/data_2353","Ontology data"
"\N","http://edamontology.org/data_2354","RNA family report"
"\N","http://edamontology.org/data_2355","RNA family identifier"
"\N","http://edamontology.org/data_2356","RFAM accession"
"\N","http://edamontology.org/data_2357","Protein signature type"
"\N","http://edamontology.org/data_2358","Domain-nucleic acid interaction report"
"\N","http://edamontology.org/data_2359","Domain-domain interactions"
"\N","http://edamontology.org/data_2360","Domain-domain interaction (indirect)"
"\N","http://edamontology.org/data_2362","Sequence accession (hybrid)"
"\N","http://edamontology.org/data_2363","2D PAGE data"
"\N","http://edamontology.org/data_2364","2D PAGE report"
"\N","http://edamontology.org/data_2365","Pathway or network accession"
"\N","http://edamontology.org/data_2366","Secondary structure alignment"
"\N","http://edamontology.org/data_2367","ASTD ID"
"\N","http://edamontology.org/data_2368","ASTD ID (exon)"
"\N","http://edamontology.org/data_2369","ASTD ID (intron)"
"\N","http://edamontology.org/data_2370","ASTD ID (polya)"
"\N","http://edamontology.org/data_2371","ASTD ID (tss)"
"\N","http://edamontology.org/data_2372","2D PAGE spot report"
"\N","http://edamontology.org/data_2373","Spot ID"
"\N","http://edamontology.org/data_2374","Spot serial number"
"\N","http://edamontology.org/data_2375","Spot ID (HSC-2DPAGE)"
"\N","http://edamontology.org/data_2378","Protein-motif interaction"
"\N","http://edamontology.org/data_2379","Strain identifier"
"\N","http://edamontology.org/data_2380","CABRI accession"
"\N","http://edamontology.org/data_2381","Experiment report (genotyping)"
"\N","http://edamontology.org/data_2382","Genotype experiment ID"
"\N","http://edamontology.org/data_2383","EGA accession"
"\N","http://edamontology.org/data_2384","IPI protein ID"
"\N","http://edamontology.org/data_2385","RefSeq accession (protein)"
"\N","http://edamontology.org/data_2386","EPD ID"
"\N","http://edamontology.org/data_2387","TAIR accession"
"\N","http://edamontology.org/data_2388","TAIR accession (At gene)"
"\N","http://edamontology.org/data_2389","UniSTS accession"
"\N","http://edamontology.org/data_2390","UNITE accession"
"\N","http://edamontology.org/data_2391","UTR accession"
"\N","http://edamontology.org/data_2392","UniParc accession"
"\N","http://edamontology.org/data_2393","mFLJ/mKIAA number"
"\N","http://edamontology.org/data_2395","Fungi annotation"
"\N","http://edamontology.org/data_2396","Fungi annotation (anamorph)"
"\N","http://edamontology.org/data_2398","Ensembl protein ID"
"\N","http://edamontology.org/data_2400","Toxin annotation"
"\N","http://edamontology.org/data_2401","Protein report (membrane protein)"
"\N","http://edamontology.org/data_2402","Protein-drug interaction report"
"\N","http://edamontology.org/data_2522","Map data"
"\N","http://edamontology.org/data_2523","Phylogenetic data"
"\N","http://edamontology.org/data_2524","Protein data"
"\N","http://edamontology.org/data_2525","Nucleic acid data"
"\N","http://edamontology.org/data_2526","Text data"
"\N","http://edamontology.org/data_2527","Parameter"
"\N","http://edamontology.org/data_2528","Molecular data"
"\N","http://edamontology.org/data_2529","Molecule report"
"\N","http://edamontology.org/data_2530","Organism report"
"\N","http://edamontology.org/data_2531","Protocol"
"\N","http://edamontology.org/data_2534","Sequence attribute"
"\N","http://edamontology.org/data_2535","Sequence tag profile"
"\N","http://edamontology.org/data_2536","Mass spectrometry data"
"\N","http://edamontology.org/data_2537","Protein structure raw data"
"\N","http://edamontology.org/data_2538","Mutation identifier"
"\N","http://edamontology.org/data_2539","Alignment data"
"\N","http://edamontology.org/data_2540","Data index data"
"\N","http://edamontology.org/data_2563","Amino acid name (single letter)"
"\N","http://edamontology.org/data_2564","Amino acid name (three letter)"
"\N","http://edamontology.org/data_2565","Amino acid name (full name)"
"\N","http://edamontology.org/data_2576","Toxin identifier"
"\N","http://edamontology.org/data_2578","ArachnoServer ID"
"\N","http://edamontology.org/data_2579","Expressed gene list"
"\N","http://edamontology.org/data_2580","BindingDB Monomer ID"
"\N","http://edamontology.org/data_2581","GO concept name"
"\N","http://edamontology.org/data_2582","GO concept ID (biological process)"
"\N","http://edamontology.org/data_2583","GO concept ID (molecular function)"
"\N","http://edamontology.org/data_2584","GO concept name (cellular component)"
"\N","http://edamontology.org/data_2586","Northern blot image"
"\N","http://edamontology.org/data_2587","Blot ID"
"\N","http://edamontology.org/data_2588","BlotBase blot ID"
"\N","http://edamontology.org/data_2589","Hierarchy"
"\N","http://edamontology.org/data_2590","Hierarchy identifier"
"\N","http://edamontology.org/data_2591","Brite hierarchy ID"
"\N","http://edamontology.org/data_2592","Cancer type"
"\N","http://edamontology.org/data_2593","BRENDA organism ID"
"\N","http://edamontology.org/data_2594","UniGene taxon"
"\N","http://edamontology.org/data_2595","UTRdb taxon"
"\N","http://edamontology.org/data_2596","Catalogue ID"
"\N","http://edamontology.org/data_2597","CABRI catalogue name"
"\N","http://edamontology.org/data_2598","Secondary structure alignment metadata"
"\N","http://edamontology.org/data_2599","Molecule interaction report"
"\N","http://edamontology.org/data_2600","Pathway or network"
"\N","http://edamontology.org/data_2601","Small molecule data"
"\N","http://edamontology.org/data_2602","Genotype and phenotype data"
"\N","http://edamontology.org/data_2603","Expression data"
"\N","http://edamontology.org/data_2605","Compound ID (KEGG)"
"\N","http://edamontology.org/data_2606","RFAM name"
"\N","http://edamontology.org/data_2608","Reaction ID (KEGG)"
"\N","http://edamontology.org/data_2609","Drug ID (KEGG)"
"\N","http://edamontology.org/data_2610","Ensembl ID"
"\N","http://edamontology.org/data_2611","ICD identifier"
"\N","http://edamontology.org/data_2612","Sequence cluster ID (CluSTr)"
"\N","http://edamontology.org/data_2613","KEGG Glycan ID"
"\N","http://edamontology.org/data_2614","TCDB ID"
"\N","http://edamontology.org/data_2615","MINT ID"
"\N","http://edamontology.org/data_2616","DIP ID"
"\N","http://edamontology.org/data_2617","Signaling Gateway protein ID"
"\N","http://edamontology.org/data_2618","Protein modification ID"
"\N","http://edamontology.org/data_2619","RESID ID"
"\N","http://edamontology.org/data_2620","RGD ID"
"\N","http://edamontology.org/data_2621","TAIR accession (protein)"
"\N","http://edamontology.org/data_2622","Compound ID (HMDB)"
"\N","http://edamontology.org/data_2625","LIPID MAPS ID"
"\N","http://edamontology.org/data_2626","PeptideAtlas ID"
"\N","http://edamontology.org/data_2627","Molecular interaction ID"
"\N","http://edamontology.org/data_2628","BioGRID interaction ID"
"\N","http://edamontology.org/data_2629","Enzyme ID (MEROPS)"
"\N","http://edamontology.org/data_2630","Mobile genetic element ID"
"\N","http://edamontology.org/data_2631","ACLAME ID"
"\N","http://edamontology.org/data_2632","SGD ID"
"\N","http://edamontology.org/data_2633","Book ID"
"\N","http://edamontology.org/data_2634","ISBN"
"\N","http://edamontology.org/data_2635","Compound ID (3DMET)"
"\N","http://edamontology.org/data_2636","MatrixDB interaction ID"
"\N","http://edamontology.org/data_2637","cPath ID"
"\N","http://edamontology.org/data_2638","PubChem bioassay ID"
"\N","http://edamontology.org/data_2639","PubChem ID"
"\N","http://edamontology.org/data_2641","Reaction ID (MACie)"
"\N","http://edamontology.org/data_2642","Gene ID (miRBase)"
"\N","http://edamontology.org/data_2643","Gene ID (ZFIN)"
"\N","http://edamontology.org/data_2644","Reaction ID (Rhea)"
"\N","http://edamontology.org/data_2645","Pathway ID (Unipathway)"
"\N","http://edamontology.org/data_2646","Compound ID (ChEMBL)"
"\N","http://edamontology.org/data_2647","LGICdb identifier"
"\N","http://edamontology.org/data_2648","Reaction kinetics ID (SABIO-RK)"
"\N","http://edamontology.org/data_2649","PharmGKB ID"
"\N","http://edamontology.org/data_2650","Pathway ID (PharmGKB)"
"\N","http://edamontology.org/data_2651","Disease ID (PharmGKB)"
"\N","http://edamontology.org/data_2652","Drug ID (PharmGKB)"
"\N","http://edamontology.org/data_2653","Drug ID (TTD)"
"\N","http://edamontology.org/data_2654","Target ID (TTD)"
"\N","http://edamontology.org/data_2655","Cell type identifier"
"\N","http://edamontology.org/data_2656","NeuronDB ID"
"\N","http://edamontology.org/data_2657","NeuroMorpho ID"
"\N","http://edamontology.org/data_2658","Compound ID (ChemIDplus)"
"\N","http://edamontology.org/data_2659","Pathway ID (SMPDB)"
"\N","http://edamontology.org/data_2660","BioNumbers ID"
"\N","http://edamontology.org/data_2662","T3DB ID"
"\N","http://edamontology.org/data_2663","Carbohydrate identifier"
"\N","http://edamontology.org/data_2664","GlycomeDB ID"
"\N","http://edamontology.org/data_2665","LipidBank ID"
"\N","http://edamontology.org/data_2666","CDD ID"
"\N","http://edamontology.org/data_2667","MMDB ID"
"\N","http://edamontology.org/data_2668","iRefIndex ID"
"\N","http://edamontology.org/data_2669","ModelDB ID"
"\N","http://edamontology.org/data_2670","Pathway ID (DQCS)"
"\N","http://edamontology.org/data_2671","Ensembl ID (Homo sapiens)"
"\N","http://edamontology.org/data_2672","Ensembl ID ('Bos taurus')"
"\N","http://edamontology.org/data_2673","Ensembl ID ('Canis familiaris')"
"\N","http://edamontology.org/data_2674","Ensembl ID ('Cavia porcellus')"
"\N","http://edamontology.org/data_2675","Ensembl ID ('Ciona intestinalis')"
"\N","http://edamontology.org/data_2676","Ensembl ID ('Ciona savignyi')"
"\N","http://edamontology.org/data_2677","Ensembl ID ('Danio rerio')"
"\N","http://edamontology.org/data_2678","Ensembl ID ('Dasypus novemcinctus')"
"\N","http://edamontology.org/data_2679","Ensembl ID ('Echinops telfairi')"
"\N","http://edamontology.org/data_2680","Ensembl ID ('Erinaceus europaeus')"
"\N","http://edamontology.org/data_2681","Ensembl ID ('Felis catus')"
"\N","http://edamontology.org/data_2682","Ensembl ID ('Gallus gallus')"
"\N","http://edamontology.org/data_2683","Ensembl ID ('Gasterosteus aculeatus')"
"\N","http://edamontology.org/data_2684","Ensembl ID ('Homo sapiens')"
"\N","http://edamontology.org/data_2685","Ensembl ID ('Loxodonta africana')"
"\N","http://edamontology.org/data_2686","Ensembl ID ('Macaca mulatta')"
"\N","http://edamontology.org/data_2687","Ensembl ID ('Monodelphis domestica')"
"\N","http://edamontology.org/data_2688","Ensembl ID ('Mus musculus')"
"\N","http://edamontology.org/data_2689","Ensembl ID ('Myotis lucifugus')"
"\N","http://edamontology.org/data_2690","Ensembl ID (""Ornithorhynchus anatinus\"")"
"\N","http://edamontology.org/data_2691","Ensembl ID ('Oryctolagus cuniculus')"
"\N","http://edamontology.org/data_2692","Ensembl ID ('Oryzias latipes')"
"\N","http://edamontology.org/data_2693","Ensembl ID ('Otolemur garnettii')"
"\N","http://edamontology.org/data_2694","Ensembl ID ('Pan troglodytes')"
"\N","http://edamontology.org/data_2695","Ensembl ID ('Rattus norvegicus')"
"\N","http://edamontology.org/data_2696","Ensembl ID ('Spermophilus tridecemlineatus')"
"\N","http://edamontology.org/data_2697","Ensembl ID ('Takifugu rubripes')"
"\N","http://edamontology.org/data_2698","Ensembl ID ('Tupaia belangeri')"
"\N","http://edamontology.org/data_2699","Ensembl ID ('Xenopus tropicalis')"
"\N","http://edamontology.org/data_2700","CATH identifier"
"\N","http://edamontology.org/data_2701","CATH node ID (family)"
"\N","http://edamontology.org/data_2702","Enzyme ID (CAZy)"
"\N","http://edamontology.org/data_2704","Clone ID (IMAGE)"
"\N","http://edamontology.org/data_2705","GO concept ID (cellular component)"
"\N","http://edamontology.org/data_2706","Chromosome name (BioCyc)"
"\N","http://edamontology.org/data_2709","CleanEx entry name"
"\N","http://edamontology.org/data_2710","CleanEx dataset code"
"\N","http://edamontology.org/data_2711","Genome report"
"\N","http://edamontology.org/data_2713","Protein ID (CORUM)"
"\N","http://edamontology.org/data_2714","CDD PSSM-ID"
"\N","http://edamontology.org/data_2715","Protein ID (CuticleDB)"
"\N","http://edamontology.org/data_2716","DBD ID"
"\N","http://edamontology.org/data_2717","Oligonucleotide probe annotation"
"\N","http://edamontology.org/data_2718","Oligonucleotide ID"
"\N","http://edamontology.org/data_2719","dbProbe ID"
"\N","http://edamontology.org/data_2720","Dinucleotide property"
"\N","http://edamontology.org/data_2721","DiProDB ID"
"\N","http://edamontology.org/data_2722","Protein features report (disordered structure)"
"\N","http://edamontology.org/data_2723","Protein ID (DisProt)"
"\N","http://edamontology.org/data_2724","Embryo report"
"\N","http://edamontology.org/data_2725","Ensembl transcript ID"
